chr	name	start	end	sample	celltype	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	Slc35a2	7884033	7894492	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	0,98	63	1	44
chrX	Slc35a2	7884033	7894492	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	44	1	44
chrX	Slc35a2	7884033	7894492	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	50	1	44
chrX	Slc35a2	7884033	7894492	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	64	1	27
chrX	Slc35a2	7884033	7894492	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	27	1	27
chrX	Slc35a2	7884033	7894492	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	82	1	27
chrX	Slc35a2	7884033	7894492	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	0,96	25	0,96	25
chrX	Slc35a2	7884033	7894492	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	0,92	52	0,96	25
chrX	Slc35a2	7884033	7894492	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	48	0,96	25
chrX	Slc35a2	7884033	7894492	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	46	1	26
chrX	Slc35a2	7884033	7894492	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	26	1	26
chrX	Slc35a2	7884033	7894492	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	41	1	26
chrX	Slc6a8	73673132	73682502	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	13	1	13
chrX	Slc6a8	73673132	73682502	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	29	1	13
chrX	Slc6a8	73673132	73682502	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	17	1	13
chrX	Slc6a8	73673132	73682502	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	25	1	16
chrX	Slc6a8	73673132	73682502	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	16	1	16
chrX	Slc6a8	73673132	73682502	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	27	1	16
chrX	Slc6a8	73673132	73682502	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	85	1	85
chrX	Slc6a8	73673132	73682502	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	90	1	85
chrX	Slc6a8	73673132	73682502	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	86	1	85
chrX	Slc6a8	73673132	73682502	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	60	1	54
chrX	Slc6a8	73673132	73682502	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	54	1	54
chrX	Slc6a8	73673132	73682502	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	54	1	54
chrX	Slc9a6	56609555	56664230	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	30	1	18
chrX	Slc9a6	56609555	56664230	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	31	1	18
chrX	Slc9a6	56609555	56664230	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	18	1	18
chrX	Slc9a6	56609555	56664230	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	29	1	29
chrX	Slc9a6	56609555	56664230	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	29	1	29
chrX	Slc9a6	56609555	56664230	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	32	1	29
chrX	Slc9a6	56609555	56664230	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	18	1	18
chrX	Slc9a6	56609555	56664230	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	41	1	18
chrX	Slc9a6	56609555	56664230	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	28	1	18
chrX	Slc9a6	56609555	56664230	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	30	1	19
chrX	Slc9a6	56609555	56664230	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	23	1	19
chrX	Slc9a6	56609555	56664230	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	19	1	19
chrX	Slc9a7	20098850	20291968	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	76	1	64
chrX	Slc9a7	20098850	20291968	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	64	1	64
chrX	Slc9a7	20098850	20291968	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	0,99	81	1	64
chrX	Slc9a7	20098850	20291968	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	57	1	57
chrX	Slc9a7	20098850	20291968	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	58	1	57
chrX	Slc9a7	20098850	20291968	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	73	1	57
chrX	Slc9a7	20098850	20291968	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	52	1	19
chrX	Slc9a7	20098850	20291968	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	19	1	19
chrX	Slc9a7	20098850	20291968	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	28	1	19
chrX	Slc9a7	20098850	20291968	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	21	1	21
chrX	Slc9a7	20098850	20291968	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	23	1	21
chrX	Slc9a7	20098850	20291968	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	23	1	21
chrX	Slitrk4	64264882	64277394	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	13	1	10
chrX	Slitrk4	64264882	64277394	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	30	1	10
chrX	Slitrk4	64264882	64277394	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	10	1	10
chrX	Smc1a	152016427	152061973	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	180	1	128
chrX	Smc1a	152016427	152061973	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	193	1	128
chrX	Smc1a	152016427	152061973	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	128	1	128
chrX	Smc1a	152016427	152061973	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	204	1	119
chrX	Smc1a	152016427	152061973	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	199	1	119
chrX	Smc1a	152016427	152061973	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	119	1	119
chrX	Smc1a	152016427	152061973	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	63	1	34
chrX	Smc1a	152016427	152061973	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	55	1	34
chrX	Smc1a	152016427	152061973	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	34	1	34
chrX	Smc1a	152016427	152061973	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	36	1	36
chrX	Smc1a	152016427	152061973	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	62	1	36
chrX	Smc1a	152016427	152061973	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	68	1	36
chrX	Smc1a	152016427	152061973	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	197	1	168
chrX	Smc1a	152016427	152061973	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	171	1	168
chrX	Smc1a	152016427	152061973	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	168	1	168
chrX	Smc1a	152016427	152061973	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	162	1	132
chrX	Smc1a	152016427	152061973	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	132	1	132
chrX	Smc1a	152016427	152061973	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	165	1	132
chrX	Smc1a	152016427	152061973	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	113	1	94
chrX	Smc1a	152016427	152061973	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	94	1	94
chrX	Smc1a	152016427	152061973	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	108	1	94
chrX	Smc1a	152016427	152061973	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	88	1	88
chrX	Smc1a	152016427	152061973	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	93	1	88
chrX	Smc1a	152016427	152061973	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	112	1	88
chrX	Smpx	157698972	157752591	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	0,89	2291	0,89	1976
chrX	Smpx	157698972	157752591	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	0,89	1976	0,89	1976
chrX	Smpx	157698972	157752591	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	0,9	2134	0,89	1976
chrX	Smpx	157698972	157752591	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	1579	1	1579
chrX	Smpx	157698972	157752591	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	1851	1	1579
chrX	Smpx	157698972	157752591	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	1656	1	1579
chrX	Smpx	157698972	157752591	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	12	1	12
chrX	Smpx	157698972	157752591	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	27	1	12
chrX	Smpx	157698972	157752591	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	15	1	12
chrX	Sms	157443851	157492046	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	0,98	205	0,95	187
chrX	Sms	157443851	157492046	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	0,93	227	0,95	187
chrX	Sms	157443851	157492046	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	0,95	187	0,95	187
chrX	Sms	157443851	157492046	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	0,9	176	0,94	176
chrX	Sms	157443851	157492046	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	0,98	176	0,94	176
chrX	Sms	157443851	157492046	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	0,94	232	0,94	176
chrX	Sms	157443851	157492046	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	0,96	27	0,96	24
chrX	Sms	157443851	157492046	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	24	0,96	24
chrX	Sms	157443851	157492046	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	0,93	71	0,96	24
chrX	Sms	157443851	157492046	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	0,98	50	0,98	11
chrX	Sms	157443851	157492046	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	0,92	38	0,98	11
chrX	Sms	157443851	157492046	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	11	0,98	11
chrX	Sms	157443851	157492046	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	29	1	29
chrX	Sms	157443851	157492046	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	0,83	46	1	29
chrX	Sms	157443851	157492046	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	40	1	29
chrX	Snx12	101089366	101222583	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,97	111	1	102
chrX	Snx12	101089366	101222583	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	106	1	102
chrX	Snx12	101089366	101222583	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	102	1	102
chrX	Snx12	101089366	101222583	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	133	1	80
chrX	Snx12	101089366	101222583	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	80	1	80
chrX	Snx12	101089366	101222583	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	81	1	80
chrX	Snx12	101089366	101222583	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	47	1	31
chrX	Snx12	101089366	101222583	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	34	1	31
chrX	Snx12	101089366	101222583	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	31	1	31
chrX	Snx12	101089366	101222583	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	29	1	27
chrX	Snx12	101089366	101222583	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	27	1	27
chrX	Snx12	101089366	101222583	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	27	1	27
chrX	Snx12	101089366	101222583	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	80	1	35
chrX	Snx12	101089366	101222583	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	43	1	35
chrX	Snx12	101089366	101222583	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	35	1	35
chrX	Snx12	101089366	101222583	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	70	1	70
chrX	Snx12	101089366	101222583	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	90	1	70
chrX	Snx12	101089366	101222583	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	104	1	70
chrX	Snx12	101089366	101222583	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	56	1	54
chrX	Snx12	101089366	101222583	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	54	1	54
chrX	Snx12	101089366	101222583	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	83	1	54
chrX	Snx12	101089366	101222583	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	65	1	42
chrX	Snx12	101089366	101222583	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	69	1	42
chrX	Snx12	101089366	101222583	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	42	1	42
chrX	Spin4	95022506	95026682	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	129	1	79
chrX	Spin4	95022506	95026682	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	79	1	79
chrX	Spin4	95022506	95026682	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	0,99	179	1	79
chrX	Spin4	95022506	95026682	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	61	1	59
chrX	Spin4	95022506	95026682	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	59	1	59
chrX	Spin4	95022506	95026682	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	104	1	59
chrX	Spin4	95022506	95026682	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	10	1	10
chrX	Spin4	95022506	95026682	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	14	1	10
chrX	Spin4	95022506	95026682	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	11	1	10
chrX	Spin4	95022506	95026682	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	125	1	54
chrX	Spin4	95022506	95026682	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	103	1	54
chrX	Spin4	95022506	95026682	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	54	1	54
chrX	Spin4	95022506	95026682	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	160	1	74
chrX	Spin4	95022506	95026682	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	74	1	74
chrX	Spin4	95022506	95026682	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	124	1	74
chrX	Srpk3	73773993	73778925	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	81	1	81
chrX	Srpk3	73773993	73778925	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	140	1	81
chrX	Srpk3	73773993	73778925	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	91	1	81
chrX	Srpk3	73773993	73778925	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	68	1	59
chrX	Srpk3	73773993	73778925	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	79	1	59
chrX	Srpk3	73773993	73778925	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	59	1	59
chrX	Srpx	10037976	10117661	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	75	1	75
chrX	Srpx	10037976	10117661	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	130	1	75
chrX	Srpx	10037976	10117661	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	222	1	75
chrX	Srpx	10037976	10117661	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	242	1	214
chrX	Srpx	10037976	10117661	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	219	1	214
chrX	Srpx	10037976	10117661	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	214	1	214
chrX	Srpx2	133908415	133932448	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	178	1	178
chrX	Srpx2	133908415	133932448	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	338	1	178
chrX	Srpx2	133908415	133932448	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	244	1	178
chrX	Srpx2	133908415	133932448	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	273	1	242
chrX	Srpx2	133908415	133932448	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	344	1	242
chrX	Srpx2	133908415	133932448	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	242	1	242
chrX	Stard8	99003227	99074728	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	97	1	27
chrX	Stard8	99003227	99074728	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	27	1	27
chrX	Stard8	99003227	99074728	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	79	1	27
chrX	Stard8	99003227	99074728	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	74	1	61
chrX	Stard8	99003227	99074728	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	61	1	61
chrX	Stard8	99003227	99074728	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	111	1	61
chrX	Stard8	99003227	99074728	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	213	1	123
chrX	Stard8	99003227	99074728	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	123	1	123
chrX	Stard8	99003227	99074728	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	136	1	123
chrX	Stard8	99003227	99074728	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	133	1	113
chrX	Stard8	99003227	99074728	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	160	1	113
chrX	Stard8	99003227	99074728	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	113	1	113
chrX	Stard8	99003227	99074728	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	792	1	724
chrX	Stard8	99003227	99074728	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	724	1	724
chrX	Stard8	99003227	99074728	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	1001	1	724
chrX	Stard8	99003227	99074728	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	868	1	587
chrX	Stard8	99003227	99074728	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	587	1	587
chrX	Stard8	99003227	99074728	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	762	1	587
chrX	Stard8	99003227	99074728	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	1135	1	1135
chrX	Stard8	99003227	99074728	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	1454	1	1135
chrX	Stard8	99003227	99074728	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	1913	1	1135
chrX	Stard8	99003227	99074728	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	936	1	936
chrX	Stard8	99003227	99074728	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	2044	1	936
chrX	Stard8	99003227	99074728	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	1543	1	936
chrX	Syap1	162856842	162888462	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	219	0,99	219
chrX	Syap1	162856842	162888462	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,99	279	0,99	219
chrX	Syap1	162856842	162888462	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	0,99	399	0,99	219
chrX	Syap1	162856842	162888462	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	0,98	186	1	186
chrX	Syap1	162856842	162888462	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	242	1	186
chrX	Syap1	162856842	162888462	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	273	1	186
chrX	Syap1	162856842	162888462	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	193	1	167
chrX	Syap1	162856842	162888462	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	167	1	167
chrX	Syap1	162856842	162888462	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	168	1	167
chrX	Syap1	162856842	162888462	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	140	1	99
chrX	Syap1	162856842	162888462	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	99	1	99
chrX	Syap1	162856842	162888462	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	118	1	99
chrX	Syap1	162856842	162888462	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	281	1	253
chrX	Syap1	162856842	162888462	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	253	1	253
chrX	Syap1	162856842	162888462	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	293	1	253
chrX	Syap1	162856842	162888462	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	245	1	226
chrX	Syap1	162856842	162888462	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	226	1	226
chrX	Syap1	162856842	162888462	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	430	1	226
chrX	Syap1	162856842	162888462	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	206	1	126
chrX	Syap1	162856842	162888462	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	260	1	126
chrX	Syap1	162856842	162888462	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	126	1	126
chrX	Syap1	162856842	162888462	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	200	1	135
chrX	Syap1	162856842	162888462	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	135	1	135
chrX	Syap1	162856842	162888462	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	167	1	135
chrX	Syn1	20860510	20920918	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	60	1	60
chrX	Syn1	20860510	20920918	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	83	1	60
chrX	Syn1	20860510	20920918	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	83	1	60
chrX	Syn1	20860510	20920918	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	57	1	57
chrX	Syn1	20860510	20920918	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	154	1	57
chrX	Syn1	20860510	20920918	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	95	1	57
chrX	Syp	7638579	7653256	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	10	1	10
chrX	Syp	7638579	7653256	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	13	1	10
chrX	Syp	7638579	7653256	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	10	1	10
chrX	Tab3	85573850	85634469	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,95	41	1	28
chrX	Tab3	85573850	85634469	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	28	1	28
chrX	Tab3	85573850	85634469	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	42	1	28
chrX	Tab3	85573850	85634469	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	36	1	36
chrX	Tab3	85573850	85634469	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	36	1	36
chrX	Tab3	85573850	85634469	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	38	1	36
chrX	Tab3	85573850	85634469	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	50	1	47
chrX	Tab3	85573850	85634469	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	47	1	47
chrX	Tab3	85573850	85634469	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	48	1	47
chrX	Tab3	85573850	85634469	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	46	1	38
chrX	Tab3	85573850	85634469	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	38	1	38
chrX	Tab3	85573850	85634469	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	46	1	38
chrX	Tab3	85573850	85634469	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	40	1	40
chrX	Tab3	85573850	85634469	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	57	1	40
chrX	Tab3	85573850	85634469	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,98	53	1	40
chrX	Tab3	85573850	85634469	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	26	1	26
chrX	Tab3	85573850	85634469	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	27	1	26
chrX	Tab3	85573850	85634469	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	87	1	26
chrX	Tab3	85573850	85634469	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	14	1	14
chrX	Tab3	85573850	85634469	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	35	1	14
chrX	Tab3	85573850	85634469	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	55	1	14
chrX	Taf1	101527571	101601789	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	17	1	17
chrX	Taf1	101527571	101601789	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	23	1	17
chrX	Taf1	101527571	101601789	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	20	1	17
chrX	Taf1	101527571	101601789	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	24	1	24
chrX	Taf1	101527571	101601789	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	43	1	24
chrX	Taf1	101527571	101601789	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	26	1	24
